vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total
1126.73,1126.73,126.26,12.62,CDI,0.0222,5.69,1057.41,CDB 113.94% CDI,12.78,220000.0,94.0
1195.43,1195.43,195.43,19.54,CDI,0.0222,8.67,1086.68,CDB 113.94% CDI,12.78,210000.0,94.0
1126.73,1126.73,126.26,12.62,CDI,0.0222,5.69,1057.41,CDB 113.94% CDI,12.78,220000.0,94.0
562561.03,562561.03,62561.03,12.51,CDI,0.0222,5.64,528218.62,CDB 117.5% CDI,12.78,220000.0,94.0
71.32,71.32,21.32,42.64,CDI,0.0222,17.98,58.99,CDB 110.59% CDI,12.78,180000.0,94.0
579733.85,579733.85,79733.85,15.95,CDI,0.0222,7.13,535667.5,CDB 113.94% CDI,12.78,220000.0,94.0
597716.11,597716.11,97716.11,19.54,CDI,0.0222,8.67,543342.18,CDB 113.94% CDI,12.78,210000.0,94.0
672824.64,672824.64,172824.64,34.56,CDI,0.0222,14.83,574134.51,CDB 110.59% CDI,12.78,190000.0,94.0
562561.03,562561.03,62561.03,12.51,CDI,0.0222,5.64,528218.62,CDB 117.5% CDI,12.78,220000.0,94.0
632949.82,632949.82,132949.82,26.59,CDI,0.0222,11.61,558029.81,CDB 113.94% CDI,12.78,200000.0,94.0
12664.81,12265.09,2265.09,22.65,PRÉ,0.0222,11.63,11163.08,LCI/LCA 10.86% PRÉ,12.78,200000.0,12.78
63325.2,63325.2,13325.2,26.65,CDI,0.0222,11.63,55815.39,CDB 110.59% CDI,12.78,200000.0,94.0
71657.83,71657.83,21657.83,43.32,CDI,0.0222,18.25,59122.94,CDB 110.59% CDI,12.78,170000.0,94.0
80739.33,80739.33,30739.33,61.48,CDI,0.0222,25.0,62501.34,CDB 110.59% CDI,12.78,150000.0,94.0
1124.59,1124.59,124.59,12.46,CDI,0.0222,5.62,1056.2,CDB 113.94% CDI,12.78,220000.0,94.0
1267.71,1227.56,227.56,22.76,CDI,0.0222,11.68,1116.8,LCI/LCA 79.9% CDI,12.78,200000.0,94.0
112.56,110.36,10.36,10.36,PRÉ,0.0222,5.67,105.67,LCI/LCA 10.54% PRÉ,12.77,220000.0,12.77
3206.83,3025.81,1025.81,51.29,PRÉ,0.0222,24.61,2492.29,LCI/LCA 10.85% PRÉ,12.77,160000.0,12.77
1512.79,1435.87,435.87,43.59,PRÉ,0.0222,21.28,1212.8,LCI/LCA 10.85% PRÉ,12.77,170000.0,12.77
1756.06,1756.06,574.64,48.64,IPCA,0.0215,19.62,1413.18,CDB IPCA + 7.76%,12.76,170000.0,6.6
1756.06,1756.06,574.64,48.64,IPCA,0.0215,19.62,1413.18,CDB IPCA + 7.76%,12.76,170000.0,6.6
11254.53,11034.98,1034.98,10.35,PRÉ,0.0222,5.65,10564.79,LCI/LCA 10.53% PRÉ,12.76,220000.0,12.76
1426.23,1362.29,362.29,36.23,PRÉ,0.0222,17.94,1179.45,LCI/LCA 0.0% PRÉ,12.76,180000.0,12.76
1266.04,1226.13,226.13,22.61,PRÉ,0.0222,11.63,1116.31,LCI/LCA 10.85% PRÉ,12.76,200000.0,12.76
12706.51,12300.53,2300.53,23.01,PRÉ,0.0222,11.79,11178.79,LCI/LCA 10.84% PRÉ,12.75,200000.0,12.75
15125.84,14356.96,4356.96,43.57,PRÉ,0.0222,21.23,12122.96,LCI/LCA 0.0% PRÉ,12.75,170000.0,12.75
1.61,1.52,0.52,52.0,PRÉ,0.0222,25.03,1.25,LCI/LCA 10.84% PRÉ,12.75,150000.0,12.75
1126.43,1104.3,104.3,10.43,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.52% PRÉ,12.75,220000.0,12.75
1194.94,1160.83,160.83,16.08,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.52% PRÉ,12.75,210000.0,12.75
1.61,1.52,0.52,52.0,PRÉ,0.0222,25.03,1.25,LCI/LCA 10.84% PRÉ,12.75,150000.0,12.75
1126.43,1104.3,104.3,10.43,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.52% PRÉ,12.75,220000.0,12.75
1194.94,1160.83,160.83,16.08,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.52% PRÉ,12.75,210000.0,12.75
11242.83,11025.34,1025.34,10.25,PRÉ,0.0222,5.62,10562.02,LCI/LCA 10.52% PRÉ,12.75,220000.0,12.75
1265.82,1225.95,225.95,22.59,PRÉ,0.0222,11.63,1116.31,LCI/LCA 10.84% PRÉ,12.75,200000.0,12.75
4072.19,4072.19,3008.94,282.99,IPCA,0.0215,83.55,1951.64,CDB IPCA + 7.75%,12.74,65000.0,6.59
4072.19,4072.19,3008.94,282.99,IPCA,0.0215,83.55,1951.64,CDB IPCA + 7.75%,12.74,65000.0,6.59
2047.52,1890.39,890.39,89.04,PRÉ,0.0222,39.6,1396.03,LCI/LCA 0.0% PRÉ,12.74,120000.0,12.74
40969.9,37824.41,17824.41,89.12,PRÉ,0.0222,39.63,27926.86,LCI/LCA 0.0% PRÉ,12.74,120000.0,12.74
1269.93,1229.44,229.44,22.94,CDI,0.0222,11.8,1118.05,LCI/LCA 79.69% CDI,12.74,200000.0,93.75
22538.26,22094.07,2094.07,10.47,CDI,0.0222,5.74,21147.54,LCI/LCA 77.34% CDI,12.74,220000.0,93.75
1265.6,1225.76,225.76,22.58,PRÉ,0.0222,11.63,1116.31,LCI/LCA 10.83% PRÉ,12.74,200000.0,12.74
1126.86,1104.66,104.66,10.47,PRÉ,0.0222,5.74,1057.38,LCI/LCA 10.51% PRÉ,12.74,220000.0,12.74
7124.0,6805.4,1805.4,36.11,PRÉ,0.0222,17.98,5899.17,LCI/LCA 10.83% PRÉ,12.74,180000.0,12.74
3009.07,3009.07,2020.39,204.35,IPCA,0.0215,65.5,1636.24,CDB IPCA + 7.74%,12.73,82000.0,6.58
2128.27,2128.27,1034.75,94.63,IPCA,0.0215,35.18,1478.18,CDB IPCA + 7.74%,12.73,130000.0,6.58
3009.07,3009.07,2020.39,204.35,IPCA,0.0215,65.5,1636.24,CDB IPCA + 7.74%,12.73,82000.0,6.58
2128.27,2128.27,1034.75,94.63,IPCA,0.0215,35.18,1478.18,CDB IPCA + 7.74%,12.73,130000.0,6.58
3186.24,2870.12,1791.34,166.05,IPCA,0.0222,65.92,1789.93,LCI/LCA IPCA + 6.97%,12.73,85000.0,8.2
2367.74,2206.39,914.32,70.76,IPCA,0.0222,32.73,1715.03,LCI/LCA IPCA + 6.97%,12.73,140000.0,8.2
1802.44,1682.07,682.07,68.21,PRÉ,0.0222,31.71,1317.06,LCI/LCA 10.82% PRÉ,12.73,140000.0,12.73
5133.21,5133.21,4165.67,430.54,IPCA,0.0222,118.19,2111.06,CDB IPCA + 9.65%,12.73,47000.0,8.2
2277.21,2085.63,1085.63,108.56,PRÉ,0.0222,46.96,1469.59,LCI/LCA 10.81% PRÉ,12.72,110000.0,12.72
5636.0,5524.7,524.7,10.49,PRÉ,0.0222,5.76,5288.06,LCI/LCA 10.49% PRÉ,12.72,220000.0,12.72
1816.27,1693.83,693.83,69.38,PRÉ,0.0222,32.2,1322.04,LCI/LCA 10.81% PRÉ,12.72,140000.0,12.72
1192.6,1192.6,192.6,19.26,CDI,0.0222,8.57,1085.66,CDB 113.33% CDI,12.71,210000.0,93.5
1269.12,1269.12,269.12,26.91,CDI,0.0222,11.8,1118.05,CDB 110.0% CDI,12.71,200000.0,93.5
281104.23,281104.23,31104.23,12.44,CDI,0.0222,5.64,264109.31,CDB 116.88% CDI,12.71,220000.0,93.5
289638.94,289638.94,39638.94,15.86,CDI,0.0222,7.13,267833.75,CDB 113.33% CDI,12.71,220000.0,93.5
298574.49,298574.49,48574.49,19.43,CDI,0.0222,8.67,271671.09,CDB 113.33% CDI,12.71,210000.0,93.5
335881.63,335881.63,85881.63,34.35,CDI,0.0222,14.83,287067.25,CDB 110.0% CDI,12.71,190000.0,93.5
281104.23,281104.23,31104.23,12.44,CDI,0.0222,5.64,264109.31,CDB 116.88% CDI,12.71,220000.0,93.5
316078.34,316078.34,66078.34,26.43,CDI,0.0222,11.61,279014.91,CDB 113.33% CDI,12.71,200000.0,93.5
5619.47,5511.06,511.06,10.22,PRÉ,0.0222,5.62,5281.01,LCI/LCA 10.49% PRÉ,12.71,220000.0,12.71
12649.38,12251.97,2251.97,22.52,PRÉ,0.0222,11.63,11163.08,LCI/LCA 10.8% PRÉ,12.71,200000.0,12.71
1610.17,1518.64,518.64,51.86,PRÉ,0.0222,24.91,1249.1,LCI/LCA 10.79% PRÉ,12.7,160000.0,12.7
1610.93,1519.29,519.29,51.93,PRÉ,0.0222,24.94,1249.38,LCI/LCA 10.79% PRÉ,12.7,160000.0,12.7
14307.56,13661.43,3661.43,36.61,PRÉ,0.0222,18.21,11820.62,LCI/LCA 0.0% PRÉ,12.7,170000.0,12.7
1430.76,1366.14,366.14,36.61,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.79% PRÉ,12.7,170000.0,12.7
1125.93,1103.89,103.89,10.39,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.48% PRÉ,12.7,220000.0,12.7
1430.76,1366.14,366.14,36.61,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.79% PRÉ,12.7,170000.0,12.7
1.34,1.29,0.29,29.0,PRÉ,0.0222,14.83,1.15,LCI/LCA 10.79% PRÉ,12.7,190000.0,12.7
1.27,1.23,0.23,23.0,PRÉ,0.0222,11.8,1.12,LCI/LCA 10.79% PRÉ,12.7,200000.0,12.7
1.27,1.23,0.23,23.0,PRÉ,0.0222,11.8,1.12,LCI/LCA 10.79% PRÉ,12.7,200000.0,12.7
1430.76,1366.14,366.14,36.61,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.79% PRÉ,12.7,170000.0,12.7
1430.76,1366.14,366.14,36.61,PRÉ,0.0222,18.27,1182.72,LCI/LCA 10.79% PRÉ,12.7,170000.0,12.7
1125.93,1103.89,103.89,10.39,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.48% PRÉ,12.7,220000.0,12.7
1.34,1.29,0.29,29.0,PRÉ,0.0222,14.83,1.15,LCI/LCA 10.79% PRÉ,12.7,190000.0,12.7
1599.51,1509.58,509.58,50.96,PRÉ,0.0222,24.61,1246.14,LCI/LCA 10.79% PRÉ,12.7,160000.0,12.7
63446.22,61429.29,11429.29,22.86,PRÉ,0.0222,11.8,55902.3,LCI/LCA 10.79% PRÉ,12.7,200000.0,12.7
1194.16,1160.18,160.18,16.02,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.48% PRÉ,12.7,210000.0,12.7
1423.31,1359.81,359.81,35.98,PRÉ,0.0222,17.98,1179.83,LCI/LCA 10.79% PRÉ,12.7,180000.0,12.7
1602.55,1512.17,512.17,51.22,PRÉ,0.0222,24.73,1247.25,LCI/LCA 10.79% PRÉ,12.7,160000.0,12.7
9906.57,9906.57,8883.69,868.5,IPCA,0.0222,189.8,2964.35,CDB IPCA + 9.61%,12.7,26000.0,8.17
1268.7,1228.4,228.4,22.84,PRÉ,0.0222,11.76,1117.63,LCI/LCA 0.0% PRÉ,12.69,200000.0,12.69
1194.0,1160.05,160.05,16.0,PRÉ,0.0222,8.67,1086.68,LCI/LCA 10.47% PRÉ,12.69,210000.0,12.69
56291.6,55190.57,5190.57,10.38,PRÉ,0.0222,5.71,52857.1,LCI/LCA 10.47% PRÉ,12.69,220000.0,12.69
6841.92,6841.92,5702.44,500.44,IPCA,0.0222,131.79,2641.16,CDB IPCA + 9.6%,12.69,42000.0,8.16
5165.31,5165.31,4128.44,398.16,IPCA,0.0222,112.35,2201.8,CDB IPCA + 9.6%,12.69,50000.0,8.16
1741.73,1741.73,678.91,63.88,IPCA,0.0222,26.09,1340.12,CDB IPCA + 9.59%,12.68,150000.0,8.15
2068.31,2068.31,1043.61,101.85,IPCA,0.0222,39.05,1424.81,CDB IPCA + 9.59%,12.68,120000.0,8.15
1268.48,1228.2,228.2,22.82,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.78% PRÉ,12.68,200000.0,12.68
1268.48,1228.2,228.2,22.82,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.78% PRÉ,12.68,200000.0,12.68
2065.44,2065.44,979.24,90.15,IPCA,0.0222,35.21,1468.6,CDB 9.59%,12.68,130000.0,8.15
2367.88,2207.07,911.28,70.33,IPCA,0.0222,32.7,1719.57,LCI/LCA 6.93%,12.68,140000.0,8.15
3181.72,2866.81,1784.53,164.89,IPCA,0.0222,65.88,1795.33,LCI/LCA 6.93%,12.68,85000.0,8.15
2063.81,2063.81,1069.98,107.66,IPCA,0.0222,40.91,1400.43,CDB 9.59%,12.68,120000.0,8.15
1823.28,1823.28,710.17,63.8,IPCA,0.0222,26.06,1403.22,CDB 9.59%,12.68,150000.0,8.15
2014.53,2014.53,844.64,72.2,IPCA,0.0215,28.04,1497.9,CDB IPCA + 7.67%,12.67,150000.0,6.52
2014.53,2014.53,844.64,72.2,IPCA,0.0215,28.04,1497.9,CDB IPCA + 7.67%,12.67,150000.0,6.52
1269.45,1229.03,229.03,22.9,PRÉ,0.0222,11.81,1118.13,LCI/LCA 10.77% PRÉ,12.67,200000.0,12.67
2296.22,2101.79,1101.79,110.18,PRÉ,0.0222,47.55,1475.53,LCI/LCA 0.0% PRÉ,12.67,110000.0,12.67
5617.52,5509.46,509.46,10.19,PRÉ,0.0222,5.62,5281.01,LCI/LCA 10.45% PRÉ,12.67,220000.0,12.67
2184.28,2184.28,1121.04,105.44,IPCA,0.0215,38.77,1475.5,CDB IPCA + 7.66%,12.66,120000.0,6.51
2155.23,2155.23,1096.16,103.5,IPCA,0.0215,38.18,1463.4,CDB IPCA + 7.66%,12.66,120000.0,6.51
2184.28,2184.28,1121.04,105.44,IPCA,0.0215,38.77,1475.5,CDB IPCA + 7.66%,12.66,120000.0,6.51
2155.23,2155.23,1096.16,103.5,IPCA,0.0215,38.18,1463.4,CDB IPCA + 7.66%,12.66,120000.0,6.51
3728.76,3728.76,2678.25,254.95,IPCA,0.0215,77.99,1869.8,CDB IPCA + 7.66%,12.66,70000.0,6.51
3728.76,3728.76,2678.25,254.95,IPCA,0.0215,77.99,1869.8,CDB IPCA + 7.66%,12.66,70000.0,6.51
9395.65,9395.65,8252.21,721.7,IPCA,0.0215,161.0,2984.36,CDB IPCA + 7.65%,12.65,30000.0,6.5
9395.65,9395.65,8252.21,721.7,IPCA,0.0215,161.0,2984.36,CDB IPCA + 7.65%,12.65,30000.0,6.5
5619.2,5510.84,510.84,10.22,PRÉ,0.0222,5.62,5281.22,LCI/LCA 0.0% PRÉ,12.65,220000.0,12.65
1422.12,1358.8,358.8,35.88,PRÉ,0.0222,17.94,1179.45,LCI/LCA 0.0% PRÉ,12.65,180000.0,12.65
3280.01,2938.01,1938.01,193.8,PRÉ,0.0222,74.49,1744.95,LCI/LCA 0.0% PRÉ,12.65,76000.0,12.65
11238.41,10990.73,990.73,9.91,PRÉ,0.0222,5.64,10564.37,LCI/LCA 10.12% PRÉ,12.65,220000.0,12.65
20387.35,18829.25,8829.25,88.29,PRÉ,0.0222,39.79,13978.98,LCI/LCA 10.75% PRÉ,12.65,120000.0,12.65
11238.41,11021.69,1021.69,10.22,PRÉ,0.0222,5.64,10564.37,LCI/LCA 10.44% PRÉ,12.65,220000.0,12.65
20368.08,18812.87,8812.87,88.13,PRÉ,0.0222,39.73,13972.77,LCI/LCA 10.75% PRÉ,12.65,120000.0,12.65
1608.08,1516.87,516.87,51.69,PRÉ,0.0222,25.03,1250.3,LCI/LCA 10.75% PRÉ,12.65,160000.0,12.65
1125.44,1103.48,103.48,10.35,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.44% PRÉ,12.65,220000.0,12.65
1.43,1.36,0.36,36.0,PRÉ,0.0222,18.27,1.18,LCI/LCA 10.75% PRÉ,12.65,170000.0,12.65
1.51,1.43,0.43,43.0,PRÉ,0.0222,21.28,1.21,LCI/LCA 10.75% PRÉ,12.65,170000.0,12.65
1256.58,1236.84,78.96,6.82,IPCA,0.0222,3.92,1203.28,LCI/LCA IPCA + 6.5%,12.65,230000.0,8.13
1608.08,1516.87,516.87,51.69,PRÉ,0.0222,25.03,1250.3,LCI/LCA 10.75% PRÉ,12.65,160000.0,12.65
1.43,1.36,0.36,36.0,PRÉ,0.0222,18.27,1.18,LCI/LCA 10.75% PRÉ,12.65,170000.0,12.65
1125.44,1103.48,103.48,10.35,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.44% PRÉ,12.65,220000.0,12.65
1.51,1.43,0.43,43.0,PRÉ,0.0222,21.28,1.21,LCI/LCA 10.75% PRÉ,12.65,170000.0,12.65
1256.58,1236.84,78.96,6.82,IPCA,0.0222,3.92,1203.28,LCI/LCA IPCA + 6.5%,12.65,230000.0,8.13
90489.79,84416.32,34416.32,68.83,PRÉ,0.0222,32.17,66087.48,LCI/LCA 10.75% PRÉ,12.65,140000.0,12.65
71409.01,68197.66,18197.66,36.4,PRÉ,0.0222,18.25,59122.94,LCI/LCA 10.75% PRÉ,12.65,180000.0,12.65
6343.53,6142.0,1142.0,22.84,CDI,0.0222,11.81,5590.63,LCI/LCA 79.05% CDI,12.64,200000.0,93.0
1124242.95,1124242.95,124242.95,12.42,CDI,0.0222,5.65,1056478.55,CDB 112.73% CDI,12.64,220000.0,93.0
1268706.0,1228400.1,228400.1,22.84,CDI,0.0222,11.81,1118126.83,LCI/LCA 79.05% CDI,12.64,200000.0,93.0
1268.71,1228.4,228.4,22.84,CDI,0.0222,11.81,1118.13,LCI/LCA 79.05% CDI,12.64,200000.0,93.0
1279.54,1279.54,279.54,27.95,CDI,0.0222,12.26,1122.59,CDB 109.41% CDI,12.64,200000.0,93.0
71114.91,71114.91,21114.91,42.23,CDI,0.0222,18.04,59017.9,CDB 109.41% CDI,12.64,180000.0,93.0
1193.16,1193.16,193.16,19.32,CDI,0.0222,8.67,1086.68,CDB 112.73% CDI,12.64,210000.0,93.0
1267.51,1267.51,267.51,26.75,CDI,0.0222,11.8,1118.05,CDB 109.41% CDI,12.64,200000.0,93.0
1347.76,1347.76,347.76,34.78,CDI,0.0222,15.08,1150.82,CDB 109.41% CDI,12.64,190000.0,93.0
1428.36,1428.36,428.36,42.84,CDI,0.0222,18.27,1182.72,CDB 109.41% CDI,12.64,180000.0,93.0
1125.31,1125.31,125.31,12.53,CDI,0.0222,5.71,1057.14,CDB 112.73% CDI,12.64,220000.0,93.0
71417.79,71417.79,21417.79,42.84,CDI,0.0222,18.27,59136.08,CDB 109.41% CDI,12.64,180000.0,93.0
1267.51,1267.51,267.51,26.75,CDI,0.0222,11.8,1118.05,CDB 109.41% CDI,12.64,200000.0,93.0
1.27,1.27,0.27,27.0,CDI,0.0222,11.8,1.12,CDB 109.41% CDI,12.64,200000.0,93.0
1.27,1.27,0.27,27.0,CDI,0.0222,11.8,1.12,CDB 109.41% CDI,12.64,200000.0,93.0
1428.36,1428.36,428.36,42.84,CDI,0.0222,18.27,1182.72,CDB 109.41% CDI,12.64,180000.0,93.0
1428.36,1428.36,428.36,42.84,CDI,0.0222,18.27,1182.72,CDB 109.41% CDI,12.64,180000.0,93.0
1.27,1.27,0.27,27.0,CDI,0.0222,11.8,1.12,CDB 109.41% CDI,12.64,200000.0,93.0
1.27,1.27,0.27,27.0,CDI,0.0222,11.8,1.12,CDB 109.41% CDI,12.64,200000.0,93.0
1267.51,1267.51,267.51,26.75,CDI,0.0222,11.8,1118.05,CDB 109.41% CDI,12.64,200000.0,93.0
1123712.19,1123712.19,123712.19,12.37,CDI,0.0222,5.64,1056437.23,CDB 116.25% CDI,12.64,220000.0,93.0
112.37,112.37,12.37,12.37,CDI,0.0222,5.64,105.64,CDB 116.25% CDI,12.64,220000.0,93.0
57.88,57.88,7.88,15.76,CDI,0.0222,7.13,53.57,CDB 112.73% CDI,12.64,220000.0,93.0
59.66,59.66,9.66,19.32,CDI,0.0222,8.67,54.33,CDB 112.73% CDI,12.64,210000.0,93.0
67.07,67.07,17.07,34.14,CDI,0.0222,14.83,57.41,CDB 109.41% CDI,12.64,190000.0,93.0
56.19,56.19,6.19,12.38,CDI,0.0222,5.64,52.82,CDB 116.25% CDI,12.64,220000.0,93.0
63.14,63.14,13.14,26.28,CDI,0.0222,11.61,55.8,CDB 112.73% CDI,12.64,200000.0,93.0
7104.78,7104.78,2104.78,42.1,CDI,0.0222,17.98,5899.17,CDB 109.41% CDI,12.64,180000.0,93.0
67324.21,67324.21,17324.21,34.65,CDI,0.0222,15.03,57515.63,CDB 109.41% CDI,12.64,190000.0,93.0
71047.78,71047.78,21047.78,42.1,CDI,0.0222,17.98,58991.67,CDB 109.41% CDI,12.64,180000.0,93.0
63375.42,63375.42,13375.42,26.75,CDI,0.0222,11.8,55902.3,CDB 109.41% CDI,12.64,200000.0,93.0
2449.69,2449.69,1335.28,119.82,IPCA,0.0215,43.24,1596.24,CDB IPCA + 7.62%,12.63,110000.0,6.48
2449.69,2449.69,1335.28,119.82,IPCA,0.0215,43.24,1596.24,CDB IPCA + 7.62%,12.63,110000.0,6.48
18090.5,16876.92,6876.92,68.77,PRÉ,0.0222,32.08,13208.18,LCI/LCA 0.0% PRÉ,12.63,140000.0,12.63
12631.75,12236.98,2236.98,22.37,PRÉ,0.0222,11.63,11163.08,LCI/LCA 10.74% PRÉ,12.63,200000.0,12.63
15943.01,15051.56,5051.56,50.52,PRÉ,0.0222,24.5,12449.56,LCI/LCA 10.73% PRÉ,12.62,160000.0,12.62
4169.23,4169.23,3085.5,284.71,IPCA,0.0222,88.67,2044.65,CDB IPCA + 9.53%,12.62,65000.0,8.1
2815.23,2555.47,1471.95,135.85,IPCA,0.0222,56.81,1699.11,LCI/LCA IPCA + 6.88%,12.62,96000.0,8.1
2189.6,2021.28,953.86,89.36,IPCA,0.0222,40.29,1497.46,LCI/LCA IPCA + 6.88%,12.62,120000.0,8.1
6184.78,6184.78,1051.48,20.48,IPCA,0.0222,9.18,5604.38,CDB IPCA + 9.82%,12.62,210000.0,8.1
561.51,550.74,50.74,10.15,PRÉ,0.0222,5.62,528.1,LCI/LCA 10.41% PRÉ,12.62,220000.0,12.62
32161.61,30337.37,10337.37,51.69,PRÉ,0.0222,25.02,25004.15,LCI/LCA 10.72% PRÉ,12.61,160000.0,12.61
12627.34,12233.24,2233.24,22.33,PRÉ,0.0222,11.63,11163.08,LCI/LCA 10.72% PRÉ,12.61,200000.0,12.61
1267.5,1227.38,227.38,22.74,PRÉ,0.0222,11.83,1118.29,LCI/LCA 10.72% PRÉ,12.61,200000.0,12.61
2900.11,2615.09,1615.09,161.51,PRÉ,0.0222,65.02,1650.2,LCI/LCA 0.0% PRÉ,12.6,86000.0,12.6
80299.81,75754.84,25754.84,51.51,PRÉ,0.0222,25.06,62529.13,LCI/LCA 10.71% PRÉ,12.6,160000.0,12.6
2.03,1.88,0.88,88.0,PRÉ,0.0222,39.73,1.4,LCI/LCA 10.71% PRÉ,12.6,120000.0,12.6
1805.8,1684.93,684.93,68.49,PRÉ,0.0222,32.17,1321.75,LCI/LCA 10.71% PRÉ,12.6,140000.0,12.6
1266.68,1226.68,226.68,22.67,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.71% PRÉ,12.6,200000.0,12.6
1124.94,1103.08,103.08,10.31,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.39% PRÉ,12.6,220000.0,12.6
2.03,1.88,0.88,88.0,PRÉ,0.0222,39.73,1.4,LCI/LCA 10.71% PRÉ,12.6,120000.0,12.6
1805.8,1684.93,684.93,68.49,PRÉ,0.0222,32.17,1321.75,LCI/LCA 10.71% PRÉ,12.6,140000.0,12.6
1124.94,1103.08,103.08,10.31,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.39% PRÉ,12.6,220000.0,12.6
1266.68,1226.68,226.68,22.67,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.71% PRÉ,12.6,200000.0,12.6
11228.23,11013.29,1013.29,10.13,PRÉ,0.0222,5.62,10562.02,LCI/LCA 10.39% PRÉ,12.6,220000.0,12.6
17922.44,16734.07,6734.07,67.34,PRÉ,0.0222,31.71,13170.57,LCI/LCA 10.71% PRÉ,12.6,140000.0,12.6
22852.2,20924.37,10924.37,109.24,PRÉ,0.0222,47.71,14771.2,LCI/LCA 10.71% PRÉ,12.6,110000.0,12.6
1419.88,1356.9,356.9,35.69,PRÉ,0.0222,18.01,1180.1,LCI/LCA 10.7% PRÉ,12.59,180000.0,12.59
1266.23,1226.3,226.3,22.63,PRÉ,0.0222,11.8,1118.05,LCI/LCA 10.69% PRÉ,12.58,200000.0,12.58
1.24,1.22,0.09,8.0,IPCA,0.0222,4.85,1.18,LCI/LCA IPCA + 6.44%,12.57,230000.0,8.05
1.24,1.22,0.09,8.0,IPCA,0.0222,4.85,1.18,LCI/LCA IPCA + 6.44%,12.57,230000.0,8.05
2063.07,2063.07,1034.9,100.65,IPCA,0.0222,39.02,1429.31,CDB 9.47%,12.57,120000.0,8.05
2188.43,2020.72,950.38,88.79,IPCA,0.0222,40.26,1501.22,LCI/LCA 6.84%,12.57,120000.0,8.05
1847.39,1847.39,703.47,61.5,IPCA,0.0222,25.45,1435.02,CDB 9.47%,12.57,150000.0,8.05
2812.16,2553.37,1466.49,134.93,IPCA,0.0222,56.78,1704.0,LCI/LCA 6.84%,12.57,97000.0,8.05
1740.23,1740.23,673.75,63.18,IPCA,0.0222,26.06,1344.44,CDB 9.47%,12.57,150000.0,8.05
4157.98,4157.98,3070.99,282.52,IPCA,0.0222,88.63,2050.36,CDB 9.47%,12.57,65000.0,8.05
633542.02,613510.72,113510.72,22.7,CDI,0.0222,11.81,559063.41,LCI/LCA 78.62% CDI,12.56,200000.0,92.5
1195.4,1195.4,195.4,19.54,CDI,0.0222,8.78,1087.83,CDB 112.12% CDI,12.56,210000.0,92.5
14256.21,14256.21,4256.21,42.56,CDI,0.0222,18.27,11827.22,CDB 108.82% CDI,12.56,180000.0,92.5
13455.96,13455.96,3455.96,34.56,CDI,0.0222,15.08,11508.24,CDB 108.82% CDI,12.56,190000.0,92.5
1192.03,1192.03,192.03,19.2,CDI,0.0222,8.67,1086.68,CDB 112.12% CDI,12.56,210000.0,92.5
842255.93,842255.93,92255.93,12.3,CDI,0.0222,5.64,792327.93,CDB 115.62% CDI,12.56,220000.0,92.5
5612.17,5505.04,505.04,10.1,PRÉ,0.0222,5.62,5281.01,LCI/LCA 10.36% PRÉ,12.56,220000.0,12.56
2566.48,2331.51,1331.51,133.15,PRÉ,0.0222,56.06,1560.6,LCI/LCA 0.0% PRÉ,12.55,97000.0,12.55
1802.65,1682.26,682.26,68.23,PRÉ,0.0222,32.08,1320.82,LCI/LCA 0.0% PRÉ,12.55,140000.0,12.55
1262.6,1223.21,223.21,22.32,PRÉ,0.0222,11.64,1116.39,LCI/LCA 0.0% PRÉ,12.55,200000.0,12.55
33685.89,33040.86,3040.86,10.14,PRÉ,0.0222,5.64,31693.12,LCI/LCA 10.35% PRÉ,12.55,220000.0,12.55
1124.44,1102.67,102.67,10.27,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.35% PRÉ,12.55,220000.0,12.55
1124.44,1102.67,102.67,10.27,PRÉ,0.0222,5.71,1057.14,LCI/LCA 10.35% PRÉ,12.55,220000.0,12.55
36054.02,33645.92,13645.92,68.23,PRÉ,0.0222,32.11,26422.2,LCI/LCA 0.0% PRÉ,12.54,140000.0,12.54
1946.19,1946.19,842.04,76.26,IPCA,0.0222,30.83,1444.56,CDB IPCA + 9.44%,12.54,140000.0,8.02
5122.63,5122.63,4064.92,384.31,IPCA,0.0222,111.27,2234.61,CDB IPCA + 9.44%,12.54,52000.0,8.02
